places-religious.tsv,1907,1883,1871,1868,1869,1891,1879,1901,1892,1864,1850,1849,1884,1900,1889,1895,1886,1890,1897,1888,1894,1913,1920,1896,1903,1912,1874,1873,1851,1885,1881,1870,1858,1863,1860,1915,1919,1876,1840,1908,1880,1917,1867,1877,1862,1904,1859,1882,1853,1887,1923,1898,1909,1875,1866
chiesa,19,11,1,2,20,38,18,131,50,77,25,18,5,8,26,6,29,60,29,24,78,74,84,51,29,37,2,12,11,29,144,12,3,57,82,3,21,3,91,4,9,13,30,14,10,11,72,44,37,10,5,11,35,4,7
tempio,22,1,0,3,6,7,3,6,1,14,8,1,1,10,5,5,4,7,14,3,15,16,2,7,9,7,2,5,8,5,14,28,14,59,40,1,0,2,44,0,1,5,178,9,5,3,34,2,0,10,2,2,10,0,0
cella,3,0,0,0,0,0,0,10,16,9,0,0,0,1,0,2,2,2,0,4,1,1,1,2,0,14,0,5,0,0,1,5,0,0,4,0,0,0,3,0,1,2,4,5,0,0,5,0,6,0,0,0,1,0,0
confessionale,1,0,0,0,1,1,0,4,0,15,1,1,0,0,0,0,0,2,0,0,1,3,2,0,0,0,0,1,0,0,0,6,0,3,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,3,0,0
sepolcro,0,2,0,0,5,3,1,3,2,6,1,0,0,18,5,7,3,1,4,1,1,0,3,1,0,1,1,2,2,0,8,3,7,100,22,0,0,0,0,0,0,1,47,11,2,0,8,1,0,1,0,0,0,0,0
cattedrale,0,1,0,0,0,1,0,1,0,2,0,0,0,0,2,0,1,3,0,0,6,5,2,2,0,0,0,0,0,0,2,3,0,5,1,0,0,0,1,0,0,1,1,0,0,0,1,2,1,0,0,0,5,0,0
basilica,0,2,0,0,0,4,0,0,0,1,0,0,0,2,2,1,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0
sepolcreto,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parrocchia,0,0,0,1,2,0,1,5,0,1,5,2,0,1,0,0,0,6,2,3,1,0,19,0,0,0,0,2,1,0,15,0,0,3,10,0,0,1,7,0,0,0,7,4,0,0,7,0,1,0,0,0,0,0,0
seminario,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,2,1,3,0,1,7,0,6,0,0,2,0,0,7,4,0,0,0,0,3,0,2,0,0,0,9,0,0,0,4,1,8,0,0,0,44,0,1
santuario,0,0,0,1,2,1,2,4,6,4,1,0,2,2,1,0,3,2,6,0,0,6,0,4,0,0,1,0,4,0,0,8,0,9,1,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0
casa di signore,0,0,0,4,0,0,0,0,1,2,5,0,0,0,0,0,1,0,3,0,0,1,0,0,0,2,0,0,0,0,5,1,0,0,3,0,0,0,3,0,4,0,0,0,0,0,2,1,1,1,1,0,2,0,0
