places-commercial.tsv,1919,1907,1883,1871,1868,1869,1891,1879,1901,1892,1864,1850,1849,1884,1900,1889,1895,1886,1890,1897,1888,1894,1913,1920,1896,1903,1912,1874,1873,1851,1885,1881,1870,1858,1863,1860,1915,1876,1840,1908,1880,1917,1867,1877,1862,1904,1859,1882,1853,1887,1923,1898,1909,1875,1866
caffè,8,1,8,0,7,18,18,26,39,18,5,16,8,3,0,3,0,5,44,22,13,12,23,18,16,23,16,4,11,5,19,62,2,0,0,11,5,5,1,1,4,8,46,4,19,8,53,24,7,1,23,17,12,3,11
impresa,0,14,0,1,2,4,6,0,8,0,2,3,0,3,3,8,6,1,2,3,4,10,20,0,3,6,16,2,1,3,2,7,35,10,73,66,1,0,66,4,1,1,45,3,1,4,44,6,22,5,2,1,1,0,0
farmacia,1,1,0,0,6,8,1,0,3,0,5,0,0,0,0,1,0,0,8,1,0,14,1,0,0,0,3,0,0,0,3,28,0,0,0,2,1,0,0,0,0,2,0,0,0,5,0,2,0,0,2,3,0,0,0
pensione,4,2,0,0,0,2,0,4,9,3,5,6,0,0,0,0,0,1,9,3,0,4,7,0,0,2,2,0,2,3,0,9,0,0,0,4,0,0,0,2,0,3,6,0,2,2,8,2,0,0,0,0,0,0,0
pegno,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,5,0,2,2,0,1,2,0,1,0,2,4,1,1,0,3,9,9,0,0,4,0,0,0,2,1,0,0,1,0,2,0,0,0,0,0,0
albergo,5,11,9,0,6,5,10,3,39,2,2,0,1,1,5,7,0,11,11,3,4,21,22,14,0,42,56,1,1,2,23,24,10,0,3,21,24,5,6,3,0,7,7,1,7,7,44,10,2,2,3,1,5,20,2
banca,4,0,3,0,19,0,2,12,10,92,0,0,0,0,0,1,0,1,9,1,0,9,22,15,1,0,11,5,1,2,3,5,3,0,0,3,2,0,0,2,0,3,0,0,7,9,2,2,0,0,9,1,1,0,0
bottega,13,0,9,0,36,25,15,7,4,9,2,24,6,3,5,0,0,26,22,9,21,17,12,29,0,0,28,1,9,12,0,15,18,0,6,16,0,1,46,0,1,1,13,2,11,6,21,12,8,4,2,0,4,0,3
libreria,0,0,2,0,0,0,0,2,0,0,0,3,0,0,1,0,0,5,1,2,1,1,1,32,0,3,4,0,0,0,0,14,0,0,1,2,0,0,6,0,0,0,2,0,0,0,6,0,2,0,0,0,0,0,0
trattoria,42,5,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,1,3,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0
locanda,0,0,2,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,2,2,0,0,0,0,0,1,0,0,0,3,0,0,3,1,1,0,0,0,0,0,0,0
ottica,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
postribolo,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tappezzeria,0,1,0,0,4,1,0,8,0,3,0,1,0,1,0,12,1,0,8,1,4,0,2,2,0,2,0,0,0,0,0,10,0,0,0,0,1,0,1,0,0,2,2,5,0,1,4,2,0,0,1,1,0,1,0
osteria,0,0,12,0,0,3,17,1,1,12,0,17,2,0,3,2,1,3,14,11,6,1,7,3,2,0,8,0,0,1,2,18,13,0,0,39,0,0,35,0,1,2,28,2,8,0,45,1,3,0,0,1,0,0,0
birreria,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ristorante,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
istituto di credito,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magazzino,0,0,0,0,0,0,0,1,22,0,0,1,0,0,0,1,0,0,3,2,0,2,5,0,0,0,5,0,1,0,0,3,1,0,1,4,0,0,5,0,0,1,3,0,0,1,5,4,0,0,6,3,0,0,0
ottico,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
pasticceria,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circo,1,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,39,0,0,0,4,0,0,0,0,0,0,1,0
casa chiondere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oreficeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
campeggio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
casa editore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cassa di risparmio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
