custom_217	casa vittoriana	custom	it	civil building (place)				
custom_218	casa-base	custom	it	civil building (place)				
custom_219	casamento	custom	it	civil building (place)				
custom_220	casamento popolare	custom	it	civil building (place)				
custom_221	casatorre	custom	it	civil building (place)				
custom_222	caseggiato	custom	it	civil building (place)				
custom_223	casello	custom	it	civil building (place)				
custom_224	caserella	custom	it	civil building (place)				
custom_225	casermone	custom	it	civil building (place)				
custom_226	casetta	custom	it	civil building (place)				
custom_228	casettino	custom	it	civil building (place)				
custom_229	casino	custom	it	civil building (place)				
custom_230	casone	custom	it	civil building (place)				
custom_231	casotto	custom	it	civil building (place)				
custom_232	castello	custom	it	civil building (place)				
custom_233	casupola	custom	it	civil building (place)				
custom_234	catapecchia	custom	it	civil building (place)				
custom_235	cimiciaio	custom	it	civil building (place)				
custom_236	complesso architettonico	custom	it	civil building (place)				
custom_237	condominio	custom	it	civil building (place)				
custom_238	convitto	custom	it	civil building (place)				
custom_239	coresidenza	custom	it	civil building (place)				
custom_240	corte	custom	it	civil building (place)				
custom_241	costruzione	custom	it	civil building (place)				
custom_242	covo	custom	it	civil building (place)				
custom_243	dammuso	custom	it	civil building (place)				
custom_244	dépandance	custom	it	civil building (place)				
custom_245	dimora	custom	it	civil building (place)				
custom_246	domicilio	custom	it	civil building (place)				
custom_247	dormitorio	custom	it	civil building (place)				
custom_248	falansterio	custom	it	civil building (place)				
custom_249	foresteria	custom	it	civil building (place)				
custom_250	grattacielo	custom	it	civil building (place)				
custom_251	grattanuvole	custom	it	civil building (place)				
custom_253	insula	custom	it	civil building (place)				
custom_254	loft	custom	it	civil building (place)				
custom_255	magione	custom	it	civil building (place)				
custom_257	mansarda	custom	it	civil building (place)				
custom_258	miniappartamento	custom	it	civil building (place)				
custom_259	monocamera	custom	it	civil building (place)				
custom_260	monolocale	custom	it	civil building (place)				
custom_261	multiproprietà	custom	it	civil building (place)				
custom_262	nuraghe	custom	it	civil building (place)				
custom_263	palapa	custom	it	civil building (place)				
custom_264	palazzina	custom	it	civil building (place)				
custom_267	palloza	custom	it	civil building (place)				
custom_268	pied-à-terre	custom	it	civil building (place)				
custom_269	prefabbricato	custom	it	civil building (place)				
custom_270	reggia	custom	it	civil building (place)				
custom_271	residence	custom	it	civil building (place)				
custom_275	rocca	custom	it	civil building (place)				
custom_276	roulotte	custom	it	civil building (place)				
custom_277	rudere	custom	it	civil building (place)				
custom_279	seminterrato	custom	it	civil building (place)				
custom_280	soffitta	custom	it	civil building (place)				
custom_281	spelonca	custom	it	civil building (place)				
custom_283	stamberga	custom	it	civil building (place)				
custom_284	superattico	custom	it	civil building (place)				
custom_285	tana	custom	it	civil building (place)				
custom_286	tenda	custom	it	civil building (place)				
custom_287	tendopoli	custom	it	civil building (place)				
custom_288	terrazza	custom	it	civil building (place)				
custom_289	topaia	custom	it	civil building (place)				
custom_290	torre	custom	it	civil building (place)				
custom_291	tricamere	custom	it	civil building (place)				
custom_292	trullo	custom	it	civil building (place)				
custom_293	tucul	custom	it	civil building (place)				
custom_294	tugurio	custom	it	civil building (place)				
custom_295	valletto	custom	it	civil building (place)				
custom_296	villa	custom	it	civil building (place)				
custom_298	villaggio turistico	custom	it	civil building (place)				
custom_299	villetta	custom	it	civil building (place)				
custom_300	villino unifamiliare	custom	it	civil building (place)				
http://www.wikidata.org/entity/Q24140788	cannabis shop	wikidata	it	commercial building (place)	luogo in cui è legale la vendita di cannabinoidi			
custom_29	affittacamere	custom	it	commercial building (place)				
custom_30	agenzia immobiliare	custom	it	commercial building (place)				
custom_31	agenzia viaggi	custom	it	commercial building (place)				
custom_32	albergo	custom	it	commercial building (place)				
custom_33	area di servizio	custom	it	commercial building (place)				
custom_34	autoconcessionario	custom	it	commercial building (place)				
custom_35	autofficina	custom	it	commercial building (place)				
http://www.wikidata.org/entity/Q1139861	autolavaggio	wikidata	it	commercial building (place)				
custom_36	autorimessa	custom	it	commercial building (place)				
custom_37	autosalone	custom	it	commercial building (place)				
custom_39	azienda commerciale	custom	it	commercial building (place)				
custom_40	azienda di spedizione	custom	it	commercial building (place)				
custom_41	balera	custom	it	commercial building (place)				
custom_42	banca	custom	it	commercial building (place)				
custom_43	bar	custom	it	commercial building (place)				
custom_44	barbiere	custom	it	commercial building (place)				
custom_45	bed and breakfast	custom	it	commercial building (place)				
http://www.wikidata.org/entity/Q47519615	biglietteria	wikidata	it	commercial building (place)	negozio che vende biglietti per concerti; eventi o trasporti			
custom_47	birreria	custom	it	commercial building (place)				
custom_48	bottega	custom	it	commercial building (place)				
http://www.wikidata.org/entity/Q3062512	bottega di parrucchiere	wikidata	it	commercial building (place)				
custom_49	boutique	custom	it	commercial building (place)				
custom_50	caffè	custom	it	commercial building (place)				
http://www.wikidata.org/entity/Q30022	caffetteria	wikidata	it	commercial building (place)	locale che serve essenzialmente caffè ed altre bevande calde			
custom_52	calzolaio	custom	it	commercial building (place)				
custom_53	campeggio	custom	it	commercial building (place)				
http://www.wikidata.org/entity/Q1310967	carrozzeria	wikidata	it	commercial building (place)				
custom_54	cartoleria	custom	it	commercial building (place)				
custom_55	cartolibreria	custom	it	commercial building (place)				
custom_56	casa chiusa	custom	it	commercial building (place)				
custom_57	casa da gioco	custom	it	commercial building (place)				
custom_58	casa da tè	custom	it	commercial building (place)				
custom_59	casa dei bottoni	custom	it	commercial building (place)				
custom_61	casa del disco	custom	it	commercial building (place)				
custom_64	casa di appuntamenti	custom	it	commercial building (place)				
custom_65	casa di moda	custom	it	commercial building (place)				
custom_66	casa di tolleranza	custom	it	commercial building (place)				
custom_67	casa editrice	custom	it	commercial building (place)				
http://www.wikidata.org/entity/Q320677	cash and carry	wikidata	it	commercial building (place)				
http://www.wikidata.org/entity/Q133215	casinare	wikidata	it	commercial building (place)	luogo dedicato al gioco d'azzardo			
custom_69	cassa di risparmio	custom	it	commercial building (place)				
http://www.wikidata.org/entity/Q693369	chiosco	wikidata	it	commercial building (place)	piccolo edificio			
custom_73	cinema	custom	it	commercial building (place)				
custom_74	circo	custom	it	commercial building (place)				
custom_75	circolo tennis	custom	it	commercial building (place)				
custom_76	concessionario	custom	it	commercial building (place)				
custom_77	confetteria	custom	it	commercial building (place)				
custom_78	copisteria	custom	it	commercial building (place)				
custom_79	cremeria	custom	it	commercial building (place)				
custom_80	creperia	custom	it	commercial building (place)				
http://www.wikidata.org/entity/Q1228895	discoteca	wikidata	it	commercial building (place)	locale da ballo			
custom_82	ditta	custom	it	commercial building (place)				
custom_83	drogheria	custom	it	commercial building (place)				
custom_84	edicola	custom	it	commercial building (place)				
custom_85	emporio	custom	it	commercial building (place)				
custom_86	erboristeria	custom	it	commercial building (place)				
custom_87	fast food	custom	it	commercial building (place)				
custom_88	ferramenta	custom	it	commercial building (place)				
custom_89	fioraio	custom	it	commercial building (place)				
custom_90	friggitoria	custom	it	commercial building (place)				
custom_91	fruttivendolo	custom	it	commercial building (place)				
http://www.wikidata.org/entity/Q847761	fumeria di oppio	wikidata	it	commercial building (place)	struttura in cui l'oppio veniva venduto e fumato			
custom_92	fumetteria	custom	it	commercial building (place)				
custom_94	gioielleria	custom	it	commercial building (place)				
http://www.wikidata.org/entity/Q216107	grande magazzino	wikidata	it	commercial building (place)				
custom_96	hotel	custom	it	commercial building (place)				
custom_97	impresa	custom	it	commercial building (place)				
http://www.wikidata.org/entity/Q1466031	impresa funebre	wikidata	it	commercial building (place)				
custom_98	ipermercato	custom	it	commercial building (place)				
custom_99	istituto di credito	custom	it	commercial building (place)				
http://www.wikidata.org/entity/Q47505416	konditorei	wikidata	it	commercial building (place)				
custom_100	latteria	custom	it	commercial building (place)				
custom_101	lavanderia	custom	it	commercial building (place)				
http://www.wikidata.org/entity/Q12893467	lavanderia industriale	wikidata	it	commercial building (place)				
custom_102	libreria	custom	it	commercial building (place)				
http://www.wikidata.org/entity/Q62602544	locale per la ristorazione	wikidata	it	commercial building (place)				
custom_103	locanda	custom	it	commercial building (place)				
custom_104	macelleria	custom	it	commercial building (place)				
http://www.wikidata.org/entity/Q330284	mercato	wikidata	it	commercial building (place)	luogo in cui le persone si riuniscono regolarmente per l'acquisto e la vendita di provviste; bestiame e altri beni			
http://www.wikidata.org/entity/Q2080521	mercato coperto	wikidata	it	commercial building (place)	spazio coperto utilizzato come mercato			
http://www.wikidata.org/entity/Q977382	mercato di tessuto	wikidata	it	commercial building (place)	edificio storico situato nel mercato di una città europea			
custom_105	merceria	custom	it	commercial building (place)				
custom_106	mescita	custom	it	commercial building (place)				
http://www.wikidata.org/entity/Q1187691	mico no eko	wikidata	it	commercial building (place)				
custom_107	motel	custom	it	commercial building (place)				
custom_108	negozio	custom	it	commercial building (place)				
custom_121	oreficeria	custom	it	commercial building (place)				
http://www.wikidata.org/entity/Q1639125	osmiza	wikidata	it	commercial building (place)	locale tipico dell'altopiano del Carso; tra Italia e Slovenia			
custom_122	ostello	custom	it	commercial building (place)				
custom_123	osteria	custom	it	commercial building (place)				
custom_124	ottica	custom	it	commercial building (place)				
custom_125	palestra	custom	it	commercial building (place)				
custom_126	panetteria	custom	it	commercial building (place)				
custom_127	panificio	custom	it	commercial building (place)				
custom_128	paninoteca	custom	it	commercial building (place)				
custom_129	parrucchiere	custom	it	commercial building (place)				
custom_130	pasticceria	custom	it	commercial building (place)				
custom_131	pastificio	custom	it	commercial building (place)				
custom_132	pensione	custom	it	commercial building (place)				
custom_133	pescheria	custom	it	commercial building (place)				
http://www.wikidata.org/entity/Q3393867	pescheria	wikidata	it	commercial building (place)	negozio specializzato nella vendita di pesce e derivati			
custom_134	pescivendolo	custom	it	commercial building (place)				
custom_135	pizzeria	custom	it	commercial building (place)				
custom_136	postribolo	custom	it	commercial building (place)				
custom_137	profumeria	custom	it	commercial building (place)				
custom_138	pub	custom	it	commercial building (place)				
http://www.wikidata.org/entity/Q2136798	reformhaus	wikidata	it	commercial building (place)				
custom_140	resort	custom	it	commercial building (place)				
custom_141	ristorante	custom	it	commercial building (place)				
custom_142	ristorante cinese	custom	it	commercial building (place)				
custom_143	ristorante thailandese	custom	it	commercial building (place)				
custom_144	rosticceria	custom	it	commercial building (place)				
custom_145	sala da bowling	custom	it	commercial building (place)				
http://www.wikidata.org/entity/Q1072166	sala da tè	wikidata	it	commercial building (place)	esercizio pubblico la cui principale attività è quella di servire tè			
custom_146	salone di bellezza	custom	it	commercial building (place)				
custom_147	salone per tatuaggi	custom	it	commercial building (place)				
custom_148	salumeria	custom	it	commercial building (place)				
custom_149	sartoria	custom	it	commercial building (place)				
custom_150	sfasciacarrozze	custom	it	commercial building (place)				
custom_151	spaccio alimentare	custom	it	commercial building (place)				
custom_152	stabilimento balneare	custom	it	commercial building (place)				
http://www.wikidata.org/entity/Q205495	stazione di servizio	wikidata	it	commercial building (place)	struttura destinata al rifornimento di combustibile ed all'assistenza ai veicoli a motore termico e ai loro trasportati			
http://www.wikidata.org/entity/Q63099748	struttura alberghiero	wikidata	it	commercial building (place)				
custom_153	studio fotografico	custom	it	commercial building (place)				
custom_154	studio legale	custom	it	commercial building (place)				
custom_155	supermercato	custom	it	commercial building (place)				
custom_156	sushi bar	custom	it	commercial building (place)				
custom_157	tabaccheria	custom	it	commercial building (place)				
custom_158	tappezzeria	custom	it	commercial building (place)				
custom_159	tavola calda	custom	it	commercial building (place)				
custom_160	tintoria	custom	it	commercial building (place)				
custom_161	trattoria	custom	it	commercial building (place)				
custom_162	videodiscoteca	custom	it	commercial building (place)				
custom_163	vineria	custom	it	commercial building (place)				
http://www.wikidata.org/entity/Q103163	abate	wikidata	it	ecclesiastical occupation	abate	titolo religioso dato al capo di un monastero		
http://www.wikidata.org/entity/Q333751	abate-vescovo	wikidata	it	ecclesiastical occupation	abate-vescovo			
http://www.wikidata.org/entity/Q420421	accolito	wikidata	it	ecclesiastical occupation	accolito	figura ecclesiale		
http://www.wikidata.org/entity/Q213159	archimandrita	wikidata	it	ecclesiastical occupation	archimandrita	titolo ecclesiastico		
http://www.wikidata.org/entity/Q104093644	archivista dell'archivio vaticano	wikidata	it	ecclesiastical occupation	archivista dell'archivio vaticano			
http://www.wikidata.org/entity/Q99530891	arcidiacono	wikidata	it	ecclesiastical occupation	arcidiacono			
http://www.wikidata.org/entity/Q1190552	arciprete	wikidata	it	ecclesiastical occupation	arciprete	titolo conferito a un presbitero o a un prelato della Chiesa cattolica		
http://www.wikidata.org/entity/Q130912965	arciprete a hita	wikidata	it	ecclesiastical occupation	arciprete a hita			
http://www.wikidata.org/entity/Q105847387	arciprete della basilica liberiana di santa maria maggiore	wikidata	it	ecclesiastical occupation	arciprete della basilica liberiana di santa maria maggiore			
http://www.wikidata.org/entity/Q105078430	arcivescovo	wikidata	it	ecclesiastical occupation	arcivescovo			
http://www.wikidata.org/entity/Q48629921	arcivescovo cattolico	wikidata	it	ecclesiastical occupation	arcivescovo cattolico			
http://www.wikidata.org/entity/Q439103	arcivescovo emerito	wikidata	it	ecclesiastical occupation	arcivescovo emerito			
http://www.wikidata.org/entity/Q3625658	assistente ecclesiastico	wikidata	it	ecclesiastical occupation	assistente ecclesiastico			
http://www.wikidata.org/entity/Q278773	avvocato del diavolo	wikidata	it	ecclesiastical occupation	avvocato del diavolo	ministero della Chiesa cattolica		
http://www.wikidata.org/entity/Q1646408	badessa	wikidata	it	ecclesiastical occupation	badessa	superiora di una comunità di monache; spesso un'abbazia		
http://www.wikidata.org/entity/Q67090922	badessa di fontevraud	wikidata	it	ecclesiastical occupation	badessa di fontevraud			
http://www.wikidata.org/entity/Q89550146	barnabita	wikidata	it	ecclesiastical occupation	barnabita			
http://www.wikidata.org/entity/Q16536982	beata	wikidata	it	ecclesiastical occupation	beata			
http://www.wikidata.org/entity/Q12899034	bollandista	wikidata	it	ecclesiastical occupation	bollandista	membro della Società dei Bollandisti		
http://www.wikidata.org/entity/Q5070767	cancelliere	wikidata	it	ecclesiastical occupation	cancelliere	titolo ecclesiastico		
http://www.wikidata.org/entity/Q110612093	cancelliere della cancelleria apostolica	wikidata	it	ecclesiastical occupation	cancelliere della cancelleria apostolica			
http://www.wikidata.org/entity/Q77017857	cancelliere diocesano	wikidata	it	ecclesiastical occupation	cancelliere diocesano	avvocato che rappresenta la Chiesa in questioni legali		
http://www.wikidata.org/entity/Q913870	canonichessa	wikidata	it	ecclesiastical occupation	canonichessa			
http://www.wikidata.org/entity/Q89566537	canonici regolari	wikidata	it	ecclesiastical occupation	canonici regolari	"membri di alcuni ordini religiosi cattolici costituiti da ""canonici""; cioè preti; dotati di una regola comune"		
http://www.wikidata.org/entity/Q1237385	canonico	wikidata	it	ecclesiastical occupation	canonico			
http://www.wikidata.org/entity/Q9696181	cappellano maggiore (regno del portogallo)	wikidata	it	ecclesiastical occupation	cappellano maggiore (regno del portogallo)	cappellano della casa reale portoghese		
http://www.wikidata.org/entity/Q21480735	cappellano maggiore del re di castiglia	wikidata	it	ecclesiastical occupation	cappellano maggiore del re di castiglia			
http://www.wikidata.org/entity/Q115482262	cappellano maggiore del regno di napoli	wikidata	it	ecclesiastical occupation	cappellano maggiore del regno di napoli	rango ecclesiastico della corte del Re di Napoli e delle Due Sicilie		
http://www.wikidata.org/entity/Q105228881	cappellano militare cattolico	wikidata	it	ecclesiastical occupation	cappellano militare cattolico			
http://www.wikidata.org/entity/Q105233013	cappellano militare cristiano	wikidata	it	ecclesiastical occupation	cappellano militare cristiano			
http://www.wikidata.org/entity/Q105273673	cappellano militare protestante	wikidata	it	ecclesiastical occupation	cappellano militare protestante			
http://www.wikidata.org/entity/Q2124629	cappellano reale	wikidata	it	ecclesiastical occupation	cappellano reale			
http://www.wikidata.org/entity/Q90521808	cappuccino	wikidata	it	ecclesiastical occupation	cappuccino			
http://www.wikidata.org/entity/Q45722	cardinale	wikidata	it	ecclesiastical occupation	cardinale	prelato della Chiesa cattolica		
http://www.wikidata.org/entity/Q1735732	catechista	wikidata	it	ecclesiastical occupation	catechista			
http://www.wikidata.org/entity/Q22677266	cavaliere dell'ordine del tempio	wikidata	it	ecclesiastical occupation	cavaliere dell'ordine del tempio			
http://www.wikidata.org/entity/Q2963013	cavaliere ospitaliere	wikidata	it	ecclesiastical occupation	cavaliere ospitaliere			
http://www.wikidata.org/entity/Q96651577	cavaliere teutonico	wikidata	it	ecclesiastical occupation	cavaliere teutonico			
http://www.wikidata.org/entity/Q105200498	chierico 	wikidata	it	ecclesiastical occupation	chierico anglicano			
http://www.wikidata.org/entity/Q105200214	chierico cattolico	wikidata	it	ecclesiastical occupation	chierico cattolico			
http://www.wikidata.org/entity/Q114371470	coadiutore	wikidata	it	ecclesiastical occupation	coadiutore			
http://www.wikidata.org/entity/Q48832812	commanderia	wikidata	it	ecclesiastical occupation	commanderia			
http://www.wikidata.org/entity/Q16827718	confessore	wikidata	it	ecclesiastical occupation	confessore	sacerdote che riceve la confessione dei fedeli		
http://www.wikidata.org/entity/Q96142357	confessore reale	wikidata	it	ecclesiastical occupation	confessore reale			
http://www.wikidata.org/entity/Q5164608	consultore	wikidata	it	ecclesiastical occupation	consultore			
http://www.wikidata.org/entity/Q615514	corepiscopo	wikidata	it	ecclesiastical occupation	corepiscopo			
http://www.wikidata.org/entity/Q1081988	cura pastorale	wikidata	it	ecclesiastical occupation	cura pastorale			
http://www.wikidata.org/entity/Q1753370	curato	wikidata	it	ecclesiastical occupation	curato	il presbitero che regge una curazia		
http://www.wikidata.org/entity/Q4958876	decano	wikidata	it	ecclesiastical occupation	decano	titolo ecclesiastico		
http://www.wikidata.org/entity/Q1115681	decano di sala dell'anticamera pontificia	wikidata	it	ecclesiastical occupation	decano di sala dell'anticamera pontificia			
http://www.wikidata.org/entity/Q5251640	definitore	wikidata	it	ecclesiastical occupation	definitore			
http://www.wikidata.org/entity/Q10854400	delegato apostolico	wikidata	it	ecclesiastical occupation	delegato apostolico			
http://www.wikidata.org/entity/Q161944	diacono	wikidata	it	ecclesiastical occupation	diacono	ministro di culto		
http://www.wikidata.org/entity/Q1238500	domkustos	wikidata	it	ecclesiastical occupation	domkustos	clero cattolico tedesco		
http://www.wikidata.org/entity/Q842781	egumeno	wikidata	it	ecclesiastical occupation	egumeno	titolo con cui si indica la guida di un monastero nelle Chiese ortodosse		
http://www.wikidata.org/entity/Q79843605	elemosiniere di sua santità	wikidata	it	ecclesiastical occupation	elemosiniere di sua santità			
http://www.wikidata.org/entity/Q18246606	eparca	wikidata	it	ecclesiastical occupation	eparca			
http://www.wikidata.org/entity/Q60232704	eparca cattolico	wikidata	it	ecclesiastical occupation	eparca cattolico			
http://www.wikidata.org/entity/Q131296774	esaminatore prosinodale	wikidata	it	ecclesiastical occupation	esaminatore prosinodale	Presbitero che esamina i candidati a un concorso per un posto di parroco		
http://www.wikidata.org/entity/Q4144428	esarca	wikidata	it	ecclesiastical occupation	esarca	titolo		
http://www.wikidata.org/entity/Q24960691	fidei donum	wikidata	it	ecclesiastical occupation	fidei donum	missionari della Chiesa cattolica		
http://www.wikidata.org/entity/Q548320	frate	wikidata	it	ecclesiastical occupation	frate	membro di un ordine religioso mendicante		
http://www.wikidata.org/entity/Q95993813	frate agostiniano	wikidata	it	ecclesiastical occupation	frate agostiniano			
http://www.wikidata.org/entity/Q90878511	frate carmelitano	wikidata	it	ecclesiastical occupation	frate carmelitano			
http://www.wikidata.org/entity/Q95721423	frate carmelitano scalzo	wikidata	it	ecclesiastical occupation	frate carmelitano scalzo			
http://www.wikidata.org/entity/Q135450	frate converso	wikidata	it	ecclesiastical occupation	frate converso			
http://www.wikidata.org/entity/Q63253698	frate domenicano	wikidata	it	ecclesiastical occupation	frate domenicano			
http://www.wikidata.org/entity/Q87203838	frate mercedario	wikidata	it	ecclesiastical occupation	frate mercedario			
http://www.wikidata.org/entity/Q90482618	frate minore conventuale	wikidata	it	ecclesiastical occupation	frate minore conventuale	membro di ordine di frati francescani		
http://www.wikidata.org/entity/Q99693672	frate trinitario	wikidata	it	ecclesiastical occupation	frate trinitario	frate mendicante; membro dell'Ordine Trinitario		
http://www.wikidata.org/entity/Q98645680	gerolamino	wikidata	it	ecclesiastical occupation	gerolamino			
http://www.wikidata.org/entity/Q12319698	gesuita	wikidata	it	ecclesiastical occupation	gesuita	membro della Compagnia di Gesù		
http://www.wikidata.org/entity/Q1824141	gran cancelliere	wikidata	it	ecclesiastical occupation	gran cancelliere			
http://www.wikidata.org/entity/Q1664338	inquisitore	wikidata	it	ecclesiastical occupation	inquisitore	ufficiale con funzioni investigative o giudiziarie che opera nell'Inquisizione		
http://www.wikidata.org/entity/Q1549367	inquisitore generale	wikidata	it	ecclesiastical occupation	inquisitore generale			
http://www.wikidata.org/entity/Q24349141	inquisitore generale di castiglia	wikidata	it	ecclesiastical occupation	inquisitore generale di castiglia			
http://www.wikidata.org/entity/Q24349070	inquisitore generale di spagna	wikidata	it	ecclesiastical occupation	inquisitore generale di spagna			
http://www.wikidata.org/entity/Q11713448	inter-nunzio apostolico	wikidata	it	ecclesiastical occupation	inter-nunzio apostolico			
http://www.wikidata.org/entity/Q447243	kriwe-kriwajto	wikidata	it	ecclesiastical occupation	kriwe-kriwajto			
http://www.wikidata.org/entity/Q1802145	landesbischof	wikidata	it	ecclesiastical occupation	landesbischof			
http://www.wikidata.org/entity/Q740369	legato pontificio	wikidata	it	ecclesiastical occupation	legato pontificio			
http://www.wikidata.org/entity/Q166296	mafriano	wikidata	it	ecclesiastical occupation	mafriano			
http://www.wikidata.org/entity/Q4344734	maggiordomo papale	wikidata	it	ecclesiastical occupation	maggiordomo papale			
http://www.wikidata.org/entity/Q452189	magister scholarum	wikidata	it	ecclesiastical occupation	magister scholarum			
http://www.wikidata.org/entity/Q189854	metropolita	wikidata	it	ecclesiastical occupation	metropolita	titolo ecclesiastico		
http://www.wikidata.org/entity/Q139627	ministrante	wikidata	it	ecclesiastical occupation	ministrante	figura laica della chiesa cattolica		
http://www.wikidata.org/entity/Q114797862	ministro battista	wikidata	it	ecclesiastical occupation	ministro battista			
http://www.wikidata.org/entity/Q117936754	missionario cattolico	wikidata	it	ecclesiastical occupation	missionario cattolico			
http://www.wikidata.org/entity/Q1941968	moderatore della curia	wikidata	it	ecclesiastical occupation	moderatore della curia			
http://www.wikidata.org/entity/Q96654297	moderatore supremo di chierici regolari poveri della madre di dio delle scuole pie	wikidata	it	ecclesiastical occupation	moderatore supremo di chierici regolari poveri della madre di dio delle scuole pie	moderatore supremo		
http://www.wikidata.org/entity/Q3262402	monaca	wikidata	it	ecclesiastical occupation	monaca di clausura	donna che vive in un monastero chiuso al mondo esterno		
http://www.wikidata.org/entity/Q97772204	monaca benedettina	wikidata	it	ecclesiastical occupation	monaca benedettina			
http://www.wikidata.org/entity/Q3262402	monaca di clausura	wikidata	it	ecclesiastical occupation	monaca di clausura	donna che vive in un monastero chiuso al mondo esterno		
http://www.wikidata.org/entity/Q3262402	monaco 	wikidata	it	ecclesiastical occupation	monaca di clausura	donna che vive in un monastero chiuso al mondo esterno		
http://www.wikidata.org/entity/Q97722202	monaco anglicano	wikidata	it	ecclesiastical occupation	monaco anglicano			
http://www.wikidata.org/entity/Q97771938	monaco benedettino	wikidata	it	ecclesiastical occupation	monaco benedettino	monaco cattolico appartenente all'Ordine di San Benedetto		
http://www.wikidata.org/entity/Q97780417	monaco benedettino anglicano	wikidata	it	ecclesiastical occupation	monaco benedettino anglicano	monaco anglicano che appartiene all'Ordine di San Benedetto		
http://www.wikidata.org/entity/Q117940921	monaco cattolico	wikidata	it	ecclesiastical occupation	monaco cattolico			
http://www.wikidata.org/entity/Q97781197	monaco certosino	wikidata	it	ecclesiastical occupation	monaco certosino	monaco cattolico membro dell'Ordine dei Certosini		
http://www.wikidata.org/entity/Q98603258	monaco cistercense	wikidata	it	ecclesiastical occupation	monaco cistercense			
http://www.wikidata.org/entity/Q99527616	monaco cluniacense	wikidata	it	ecclesiastical occupation	monaco cluniacense			
http://www.wikidata.org/entity/Q2109894	monaco cristiano	wikidata	it	ecclesiastical occupation	monaco cristiano	membro di un ordine monastico cristiano di qualsiasi denominazione		
http://www.wikidata.org/entity/Q97722086	monaco cristiano occidentale	wikidata	it	ecclesiastical occupation	monaco cristiano occidentale			
http://www.wikidata.org/entity/Q97722084	monaco cristiano orientale	wikidata	it	ecclesiastical occupation	monaco cristiano orientale	Monaco cristiano; di qualsiasi denominazione; di tradizione orientale		
http://www.wikidata.org/entity/Q99521081	monaco trappista	wikidata	it	ecclesiastical occupation	monaco trappista			
http://www.wikidata.org/entity/Q1477230	ostiario	wikidata	it	ecclesiastical occupation	ostiario			
http://www.wikidata.org/entity/Q1975161	padre provinciale	wikidata	it	ecclesiastical occupation	padre provinciale			
http://www.wikidata.org/entity/Q89347370	padre somasco	wikidata	it	ecclesiastical occupation	padre somasco	membri di i chierici regolari di Somasca		
http://www.wikidata.org/entity/Q5574822	papa emerito	wikidata	it	ecclesiastical occupation	papa emerito	titolo assunto da Benedetto XVI dopo la rinuncia alla carica di pontefice		
