File,Lemma,Occurrences,Language,LemmaID,Source,Tags,Author,Title,Gender,Year,Decade,Description
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,cuoco,8,it,http://www.wikidata.org/entity/Q2276446,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,collaboratore domestico
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,cocchiere,13,it,http://www.wikidata.org/entity/Q1221610,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,domestico,17,it,http://www.sapere.it/enciclopedia/dom%C3%A8stico.html,sapere,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,domèstico: (ant. e dial. dimèstico); agg. e sm. (pl. m. -ci) [sec. XIII; dal latino domestícus].
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,capo,79,it,http://www.wikidata.org/entity/Q59260362,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,posizione all'interno di una organizzazione
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,brumista,1,it,http://www.sapere.it/enciclopedia/brumista.html,sapere,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,brumista: sm. reg. (pl. -i) [da brum]. Cocchiere; vetturino.
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,predicatore,1,it,http://www.wikidata.org/entity/Q432386,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,garzone,1,it,http://www.sapere.it/enciclopedia/garz%C3%B3ne.html,sapere,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,garzóne: sm. (f. -a) [sec. XIII; francese
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,cavaliere,36,it,http://www.wikidata.org/entity/Q2730732,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,atleta che pratica lo sport dell'equitazione
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,prefetto,13,it,http://www.wikidata.org/entity/Q371909,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,titolo attribuito a titolari di uffici; solitamente pubblici o ecclesiastici
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,archeologo,1,it,http://www.wikidata.org/entity/Q3621491,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,professionista qualificato in una delle branche dell'archeologia
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,giudice,4,it,http://www.wikidata.org/entity/Q3502546,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,persona che sovraintende allo svolgimento di un match o un torneo di tennis
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,cronista,1,it,http://www.wikidata.org/entity/Q3330547,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,autore di una cronaca
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,medico,25,it,http://www.sapere.it/enciclopedia/m%C3%A8dico.html,sapere,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,mèdico: agg. e sm. (pl. m. -ci) [sec. XIII; dal latino medícus; da medēri; curare].
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,direttore,25,it,http://www.wikidata.org/entity/Q1162163,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,ruolo di comando in un'impresa; in un'organizzazione o un'istituzione
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,censore,1,it,http://www.wikidata.org/entity/Q22272441,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,banchiere,1,it,http://www.wikidata.org/entity/Q806798,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,proprietario o dirigente di una banca
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,droghiere,1,it,http://www.wikidata.org/entity/Q7892860,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,deputato,10,it,http://www.wikidata.org/entity/Q1055894,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,membro di una assemblea legislativa
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,diurnista,1,it,http://www.sapere.it/enciclopedia/diurnista.html,sapere,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,diurnista: sm. e f. (pl. m. -i) [sec. XIX; da diurno]. Dipendente di un'amministrazione statale; assunto per lavori saltuari. Gli compete una retribuzione conteggiata a giornate e pari a un trentesimo dello stipendio mensile di un avventizio.
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,ambasciatore,3,it,http://www.wikidata.org/entity/Q121998,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,agente diplomatico che appartiene alla classe di rango più elevato
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,cameriere,3,it,http://www.wikidata.org/entity/Q157195,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,personale di servizio in luoghi di ristorazione o case prevate
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,staffiere,2,it,http://www.sapere.it/enciclopedia/staffi%C3%A8re.html,sapere,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,staffière: sm. [sec. XVI; da staffa]. Il servo che in passato seguiva alla staffa il cavaliere; palafreniere. Per estensione; servitore di casa signorile.
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,mugnaio,1,it,http://www.wikidata.org/entity/Q694116,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,tutore,4,it,http://www.wikidata.org/entity/Q901222,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,insegnante che da' lezioni private
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,avvocato,16,it,http://www.wikidata.org/entity/Q21272499,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,in Italia; libero professionista che si occupa di consulenza; assistenza e rappresentanza legale
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,servitore,3,it,http://www.sapere.it/enciclopedia/servit%C3%B3re.html,sapere,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,servitóre: (anticamente
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,educatore,3,it,http://www.wikidata.org/entity/Q974144,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,persona dedita all'educazione
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,maschera,3,it,http://www.wikidata.org/entity/Q25410306,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,figura professionale in ambito teatrale
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,custode,30,it,http://www.wikidata.org/entity/Q64155712,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,addetto alla custodia; alla cura; alla sorveglianza di edifici; case; animali; persone
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,stella,10,it,http://www.wikidata.org/entity/Q15982595,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,artista del mondo dello spettacolo che gode di molta popolarità
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,artista,5,it,http://www.wikidata.org/entity/Q483501,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,persona che crea; pratica o dimostra qualsiasi arte
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,poeta,17,it,http://www.wikidata.org/entity/Q49757,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,scrittore di poesie
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,sacrestano,1,it,http://www.wikidata.org/entity/Q1365552,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,maestro,26,it,http://www.wikidata.org/entity/Q2251335,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,professione
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,astronomo,2,it,http://www.wikidata.org/entity/Q11063,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,scienziato che studia i corpi e i fenomeni esterni all'atmosfera terrestre
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,assessore,8,it,http://www.wikidata.org/entity/Q4657217,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,membro della giunta comunale
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,inserviente,3,it,http://www.sapere.it/enciclopedia/inservi%C3%A8nte.html,sapere,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,inserviènte: sm. e f. [sec. XVIII; dal latino inservíens-entis; ppr. di inservīre; servire].
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,vetturale,4,it,http://www.sapere.it/enciclopedia/vettur%C3%A0le.html,sapere,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,vetturàle: sm. [sec. XIII; da vettura]. Chi per mestiere trasporta merci con bestie da soma o carri; carrettiere.
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,serva,4,it,http://www.sapere.it/enciclopedia/s%C3%A8rva.html,sapere,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,sèrva: sf. [sec. XIV; f. di servo].
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,laico,2,it,http://www.wikidata.org/entity/Q726710,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,ortolano,2,it,http://www.sapere.it/enciclopedia/ortolano.html,sapere,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,ortolano: sm. (f. -a) [sec. XIV; latino tardo hortulānus; da hortus; orto].
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,teologo,1,it,http://www.wikidata.org/entity/Q1234713,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,studioso di teologia
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,spazzino,3,it,http://www.sapere.it/enciclopedia/spazz%C3%ACno.html,sapere,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,spazzìno: sm. [sec. XVII; da spazzare]. Chi spazza le strade o altri luoghi pubblici; netturbino; spazzaturaio.
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,oratore,6,it,http://www.wikidata.org/entity/Q12859263,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,guardia,3,it,http://www.wikidata.org/entity/Q680928,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,usciere,2,it,http://www.sapere.it/enciclopedia/usci%C3%A8re%C2%B9.html,sapere,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,uscière¹: (non comune
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,insegnante,1,it,http://www.sapere.it/enciclopedia/insegnante.html,sapere,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,insegnante: sm. e f. [sec. XIV; ppr. di insegnare]. Chi insegna; in particolare; chi esercita l'insegnamento come professione privatamente o nei vari ordini di scuole: insegnante elementare; insegnante di disegno. Anche agg.; specialmente nella loc.: corpo insegnante;...
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,segretario,3,it,http://www.wikidata.org/entity/Q80687,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,impiegato che svolge vari tipi di mansioni
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,finanziere,1,it,http://www.wikidata.org/entity/Q1979607,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,impiegato,2,it,http://www.wikidata.org/entity/Q738142,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,lavoratore subordinato che svolge una prestazione prevalentemente intellettuale all'interno di un ufficio
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,comparsa,2,it,http://www.wikidata.org/entity/Q658371,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,bibliotecario,13,it,http://www.wikidata.org/entity/Q182436,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,professionista che opera in una biblioteca fisica o digitale
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,economo,5,it,http://www.sapere.it/enciclopedia/ec%C3%B2nomo.html,sapere,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,ecònomo: agg. e sm. (f. -a) [sec. XVI; dal latino tardo oeconomus; che risale al greco
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,barbiere,1,it,http://www.wikidata.org/entity/Q107198,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,ufficiale,4,it,http://www.wikidata.org/entity/Q61022630,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,pittore,2,it,http://www.wikidata.org/entity/Q1028181,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,artista che pratica l'arte della pittura
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,violoncellista,2,it,http://www.sapere.it/enciclopedia/violoncell%C3%ACsta.html,sapere,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,violoncellìsta: sm. e f. (pl. m. -i) [sec. XIX; da violoncello]. Chi suona il violoncello.
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,critico,2,it,http://www.wikidata.org/entity/Q6430706,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,sarta,1,it,http://www.sapere.it/enciclopedia/sarta.html,sapere,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,sarta: sf. [sec. XV; f. di sarto]. Donna che; in proprio o come lavoratrice dipendente; taglia e confeziona abiti; specialmente femminili.
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,bracciante,1,it,http://www.sapere.it/enciclopedia/bracciante.html,sapere,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,bracciante: sm. [sec. XVIII; da braccio]. In genere; ogni operaio generico che pratica lavori materiali quasi esclusivamente con la forza delle braccia. Più specificamente (bracciante agricolo); lavoratore della terra; privo di ogni qualificazione professionale; assunto...
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,agente,5,it,http://www.wikidata.org/entity/Q835173,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,
fogazzaro-Antonio_piccolo_mondo_moderno_1901.txt,giornalista,2,it,http://www.wikidata.org/entity/Q1930187,wikidata,profession,Fogazzaro Antonio,Piccolo mondo moderno,m,1901,1900_1909,colui che si occupa di scoprire; analizzare; descrivere e scegliere notizie
