commerciante,2,http://www.sapere.it/enciclopedia/commerciante.html,commerciante: agg. e sm. e f. [sec. XVIII; ppr. di commerciare]. Chi; per professione; esercita il commercio: commerciante all'ingrosso; grossista; commerciante al minuto; dettagliante.
fattorino,1,http://www.sapere.it/enciclopedia/fattorino.html,fattorino: sm. [sec. XV; da fattore]. Chi fa servizi di poco conto in un ufficio; in una bottega; in un'azienda; fattorino del telegrafo; chi è addetto al recapito dei telegrammi a domicilio.
balìa,1,http://www.sapere.it/enciclopedia/bal%C3%ACa.html,balìa: sf. [sec. XIII; dall'ant. francese			baillie].
governante,1,http://www.sapere.it/enciclopedia/governante.html,governante: sm. e sf. [sec. XIV; ppr. di governare].
analista,1,http://www.sapere.it/enciclopedia/analista.html,analista: sm. e f. (pl. m. -i) [sec. XVIII; dal francese analyste].
