File,Lemma,Occurrences,Language,LemmaID,Source,Tags,Description
Aleramo-Sibilla_Una donna_1921.txt,maestro,9,it,http://www.wikidata.org/entity/Q2251335,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,professione
Aleramo-Sibilla_Una donna_1921.txt,capo,29,it,http://www.wikidata.org/entity/Q59260362,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,posizione all'interno di una organizzazione
Aleramo-Sibilla_Una donna_1921.txt,impiegato,4,it,http://www.wikidata.org/entity/Q738142,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,lavoratore subordinato che svolge una prestazione prevalentemente intellettuale all'interno di un ufficio
Aleramo-Sibilla_Una donna_1921.txt,fisico,3,it,http://www.wikidata.org/entity/Q169470,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,scienziato che si occupa di fisica
Aleramo-Sibilla_Una donna_1921.txt,maestra,7,it,http://www.wikidata.org/entity/Q78812499,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,insegnante nella scuola elementare
Aleramo-Sibilla_Una donna_1921.txt,stella,2,it,http://www.wikidata.org/entity/Q15982595,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,artista del mondo dello spettacolo che gode di molta popolarità
Aleramo-Sibilla_Una donna_1921.txt,carabiniere,1,it,http://www.wikidata.org/entity/Q13386767,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,militare
Aleramo-Sibilla_Una donna_1921.txt,ballerino,1,it,http://www.wikidata.org/entity/Q805221,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,persona che pratica l'arte del balletto
Aleramo-Sibilla_Una donna_1921.txt,re,2,it,http://www.wikidata.org/entity/Q12097,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,titolo nobiliare maschile
Aleramo-Sibilla_Una donna_1921.txt,re,2,scn,http://www.wikidata.org/entity/Q12097,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,suvranu màsculu dûn regnu
Aleramo-Sibilla_Una donna_1921.txt,re,2,vec,http://www.wikidata.org/entity/Q12097,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,
Aleramo-Sibilla_Una donna_1921.txt,guida,3,it,http://www.wikidata.org/entity/Q14290559,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,
Aleramo-Sibilla_Una donna_1921.txt,pescatore,2,it,http://www.wikidata.org/entity/Q331432,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,persona addetta alla cattura di pesci
Aleramo-Sibilla_Una donna_1921.txt,tutore,2,it,http://www.wikidata.org/entity/Q901222,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,insegnante che da' lezioni private
Aleramo-Sibilla_Una donna_1921.txt,scrittore,5,it,http://www.wikidata.org/entity/Q36180,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,chiunque crei un lavoro scritto
Aleramo-Sibilla_Una donna_1921.txt,segretario,3,it,http://www.wikidata.org/entity/Q80687,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,impiegato che svolge vari tipi di mansioni
Aleramo-Sibilla_Una donna_1921.txt,guardia,2,it,http://www.wikidata.org/entity/Q680928,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,
Aleramo-Sibilla_Una donna_1921.txt,guardia,2,scn,http://www.wikidata.org/entity/Q680928,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,
Aleramo-Sibilla_Una donna_1921.txt,calcolatore,1,it,http://www.wikidata.org/entity/Q11202952,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,persona che esegue calcoli matematici
Aleramo-Sibilla_Una donna_1921.txt,balia,2,it,http://www.wikidata.org/entity/Q472898,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,persona che accudisce un neonato provvedendo anche al suo allattamento
Aleramo-Sibilla_Una donna_1921.txt,avvocato,2,it,http://www.wikidata.org/entity/Q21272499,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,in Italia; libero professionista che si occupa di consulenza; assistenza e rappresentanza legale
Aleramo-Sibilla_Una donna_1921.txt,maschera,3,it,http://www.wikidata.org/entity/Q25410306,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,figura professionale in ambito teatrale
Aleramo-Sibilla_Una donna_1921.txt,sociologo,1,it,http://www.wikidata.org/entity/Q2306091,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,scienziato che studia la sociologia
Aleramo-Sibilla_Una donna_1921.txt,saggio,5,it,http://www.wikidata.org/entity/Q2624172,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,
Aleramo-Sibilla_Una donna_1921.txt,ingegnere,3,it,http://www.wikidata.org/entity/Q81096,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,professionista qualificato in ingegneria
Aleramo-Sibilla_Una donna_1921.txt,ingegnere,3,vec,http://www.wikidata.org/entity/Q81096,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,
Aleramo-Sibilla_Una donna_1921.txt,pegno,1,it,http://www.wikidata.org/entity/Q176637,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,attività di credito con la garanzia di un bene in custodia
Aleramo-Sibilla_Una donna_1921.txt,cocchiere,1,it,http://www.wikidata.org/entity/Q1221610,wikidata,profession,Aleramo Sibilla,Una donna,f,1921,1910_1920,
