C:\Users\flo-f\Documents\GitHub\ExSTRA/Findings/exstra_dictionary_COMPLETE.tsv,1919,1907,1883,1871,1868,1869,1891,1879,1901,1892,1864,1850,1849,1884,1900,1889,1895,1886,1890,1897,1888,1894,1913,1920,1896,1903,1912,1874,1873,1851,1885,1881,1870,1858,1863,1860,1915,1876,1840,1908,1880,1917,1867,1877,1862,1904,1859,1882,1853,1887,1923,1898,1909,1875,1866
stella,15,8,4,3,1,7,5,22,13,3,2,9,0,0,29,10,4,8,9,4,4,3,25,4,20,6,11,6,7,7,4,40,5,7,56,18,1,1,5,4,2,9,30,18,4,1,24,11,5,1,5,0,13,3,3
stanza,51,79,26,0,59,106,35,43,159,200,67,82,25,17,37,78,17,87,113,53,25,33,64,53,33,25,180,1,13,67,26,134,63,19,102,97,20,14,102,8,2,21,152,12,24,10,71,61,44,36,90,66,53,9,12
capo,63,137,76,8,98,94,47,92,239,99,52,125,42,55,54,69,33,145,224,96,61,239,269,36,94,93,150,37,30,75,95,400,116,55,344,460,53,24,164,27,13,28,385,83,121,49,142,158,68,68,18,6,81,39,16
casa,160,186,142,3,179,219,119,150,560,316,80,255,91,68,55,103,32,259,349,313,152,531,390,219,132,160,418,34,68,148,158,631,109,2,258,514,106,70,480,79,63,84,520,65,148,160,708,308,171,60,261,122,72,26,42
ore,2,0,0,0,0,0,1,0,1,2,1,6,0,0,1,2,0,2,0,1,0,0,0,1,0,2,0,1,0,0,2,3,0,0,1,1,0,0,4,0,0,1,3,0,0,0,4,1,0,0,0,0,0,0,2
teatro,5,10,8,0,2,1,62,52,10,9,7,5,1,3,22,11,1,28,57,8,10,24,15,5,0,21,34,1,16,9,3,63,1,1,1,10,6,2,3,20,2,7,18,12,12,4,231,50,8,0,6,9,1,8,16
albergo,6,11,9,0,6,5,10,3,39,2,2,0,1,1,5,7,0,11,11,3,4,21,22,14,0,42,56,1,1,2,23,24,10,0,3,21,24,5,6,3,0,7,7,1,7,7,44,10,2,2,3,1,5,20,2
cimitero,6,0,2,1,0,2,0,0,3,5,0,4,0,9,2,4,1,34,8,10,6,1,18,11,17,2,15,0,3,0,0,9,2,0,10,4,0,0,7,0,1,3,6,4,1,4,3,3,0,5,9,3,0,0,0
membro,7,8,7,2,4,4,7,0,8,8,9,6,3,0,8,5,1,9,8,4,2,6,10,1,2,7,8,1,3,11,5,11,5,4,59,20,4,1,11,0,0,5,33,3,29,0,19,7,12,11,7,2,3,1,3
giardino,21,20,3,0,6,18,7,14,44,2,3,9,1,21,34,24,33,29,38,69,33,23,33,18,0,40,33,3,7,9,51,84,4,6,8,19,38,2,23,4,8,22,84,18,3,3,66,21,14,3,32,5,24,14,6
rifugio,5,18,1,0,0,1,1,1,4,0,7,0,0,1,5,6,3,1,1,5,4,7,5,6,0,5,4,1,0,0,0,7,7,0,0,2,6,0,6,2,1,0,12,1,0,0,2,2,6,2,1,1,0,0,0
piazza,16,32,16,1,6,26,16,9,19,13,9,22,6,1,11,52,1,20,46,9,1,28,35,16,13,5,47,0,5,18,16,25,23,0,63,42,3,1,124,4,0,6,70,7,14,6,178,25,11,0,1,2,55,0,3
messaggero,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
terrazza,4,10,4,0,0,0,4,9,37,21,1,0,0,0,0,13,0,2,6,4,0,17,3,4,0,1,6,0,1,1,0,3,0,1,0,1,17,0,2,10,0,5,20,0,0,0,2,3,2,13,0,1,0,0,5
caffè,8,1,8,0,7,18,18,26,39,18,5,16,8,3,0,3,0,5,44,22,13,12,23,18,16,23,16,4,11,5,19,62,2,0,0,11,5,5,1,1,4,8,46,4,19,8,53,24,7,1,23,17,12,3,11
portatore,1,0,0,0,0,0,0,0,3,1,1,0,0,0,3,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,3,1,0,1,3,0,0,6,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0
guerriero,3,20,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,2,0,0,1,2,1,1,0,0,0,0,4,0,3,1,21,8,7,0,0,7,0,0,0,6,2,1,0,0,0,0,0,0,0,2,0,0
centro,4,11,1,0,1,5,7,6,8,8,4,6,1,1,7,2,5,1,8,3,5,6,5,1,4,2,6,0,2,3,2,10,10,3,2,6,3,0,5,3,0,2,5,3,35,0,6,5,7,0,10,2,5,0,0
coltivatore,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
