File	Lemma	Occurrences	Language	LemmaID	Source	Tags	Author	Title	Gender	Year	Decade	Description
Verga-Giovanni_Una-peccatrice_1866.txt	cocchiere	5	it	http://www.wikidata.org/entity/Q1221610	wikidata	profession	Verga Giovanni	Una peccatrice	m	1866	1860_1869	
Verga-Giovanni_Una-peccatrice_1866.txt	pescatore	2	it	http://www.wikidata.org/entity/Q331432	wikidata	profession	Verga Giovanni	Una peccatrice	m	1866	1860_1869	persona addetta alla cattura di pesci
Verga-Giovanni_Una-peccatrice_1866.txt	domestico	7	it	http://www.sapere.it/enciclopedia/dom%C3%A8stico.html	sapere	profession	Verga Giovanni	Una peccatrice	m	1866	1860_1869	domèstico: (ant. e dial. dimèstico); agg. e sm. (pl. m. -ci) [sec. XIII; dal latino domestícus].
Verga-Giovanni_Una-peccatrice_1866.txt	conte	55	it	http://www.wikidata.org/entity/Q3519259	wikidata	noble rank	Verga Giovanni	Una peccatrice	m	1866	1860_1869	titolo della nobiltà esistente nei paesi europei
Verga-Giovanni_Una-peccatrice_1866.txt	contessa	38	it	http://www.wikidata.org/entity/Q5177051	wikidata	noble rank	Verga Giovanni	Una peccatrice	m	1866	1860_1869	
Verga-Giovanni_Una-peccatrice_1866.txt	capo	16	it	http://www.wikidata.org/entity/Q20920693	wikidata	profession	Verga Giovanni	Una peccatrice	m	1866	1860_1869	posizione all'interno di una organizzazione
Verga-Giovanni_Una-peccatrice_1866.txt	compagno	11	it	http://www.wikidata.org/entity/Q59820483	wikidata	honorary title	Verga Giovanni	Una peccatrice	m	1866	1860_1869	titolo onorifico in uso in molti ordinamenti
Verga-Giovanni_Una-peccatrice_1866.txt	medico	6	it	http://www.sapere.it/enciclopedia/m%C3%A8dico.html	sapere	profession	Verga Giovanni	Una peccatrice	m	1866	1860_1869	mèdico: agg. e sm. (pl. m. -ci) [sec. XIII; dal latino medícus; da medēri; curare].
Verga-Giovanni_Una-peccatrice_1866.txt	signore	106	it	http://www.wikidata.org/entity/Q57979877	wikidata	noble rank	Verga Giovanni	Una peccatrice	m	1866	1860_1869	Titolo di nobiltà italiana
Verga-Giovanni_Una-peccatrice_1866.txt	stella	3	it	http://www.wikidata.org/entity/Q15982595	wikidata	profession	Verga Giovanni	Una peccatrice	m	1866	1860_1869	artista del mondo dello spettacolo che gode di molta popolarità
